,Unnamed: 0,question_text,topics,answer_text,q_token_count,a_token_count,a_text_length,tf_type_zero_shot,tf_score
233,911,i was the one who ended it and im so glad i did it was the best decision i made in my life but how do i stop the nightmares and flashbacks it is creating a wall in my current relationship,trauma,from what you describe about yourself i agree with you that ending your former relationship was a very wise decisionthe nightmares and flashbacks show that you were deeply affected emotionally and on the foundations of your basic naturethe way for these to stop is by the slow process of realizing how badly injured and frightened you were of your former partneronce youve stabilized yourself by accepting the tremendous harshness that was part of the former relationship then the nightmares and flashbacks will disappear gradually usually maybe all at oncethere is a possibility too that your former relationship connected with being emotionally ignored abandoned treated harshly during your time of growing up yearssince generally people choose partners who relate similarly to the ways in which they felt treated by parents it is possible that you had been badly treated while growing up and werent aware of this until going through this terrible relationshipcongratulations on ending your relationship,1,1,1005,F,0.804171085357666
234,1145,im in love with my friend who is also a girl i fell in love with her in a few months that was my first love we used to talk for the whole day and night over the phone and on facebook i thought she had the same feelings for me but i was wrong i always wanted to touch her warmly and stay with her all my life but all my dreams get broken apart after she got into a relationship with a guy ive tried to be in relationship with guys but i cant be in love with them,intimacy,it all depends how old you are and what a particular situation is  you may be feeling very close to this friend and mistake that feeling for sexual feeling or the feelings may be real this is something you will find out for yourself however it definitely doesnt mean that you are a lesbian just because you have those feelings for this particular person time will tell but if you need to discuss this you could see your school councelor if you are at schooluniversity or find a lgbt group with meetings and discuss this with them i hope this is helpful,1,1,552,F,0.938712239265442
235,619,"im being verbally abused on a daily basis by my parents in front of my child i feel like im trapped and i have no escape i feel like i have to listen to the horrible things they say and just take all of it
   i need some way of learning how to cope with listening to it especially since i have nowhere else to go i feel very emotionally drained how can i deal with this",parenting,i cant imagine what you are feeling but i can tell you that you are right to be concerned about your children baring witness to this abuse  this is a great teachable moment for your kids  how you handle yourself will be very important for your children to see  your reaction is what you should focus on  will you react with rage and name calling will you listen to your parents with respect and talk to them in private about how they are speaking to you in front of your kids  will you talk your kids about what is going from reading this i am assuming you live with your parents  if this is the case you have to think about what you can do to change your situation  have a plan set a goal  dont lose hope,1,1,705,F,0.9258735775947572
236,1441,we had great chemistry but then he became distant i had the feeling that i cant be without him as soon as i felt the difference i was scared to lose him i started freaking out if he did not answer thinking that something bad happened,relationships,the simplest answer is that love feels good obsessions dontlove deepens a sense of peacefulness and securityobsessions give anxiety and worry of feeling abandonedone suggestion is to study more about yourself and why youd feel so ill at ease when you arent w this person,1,1,270,F,0.9331284761428832
238,1569,she was diagnosed a type one diabetic two years ago and had a very tough time dealing with it she has an attachment issue also her mother just moved to a much nicer home and she gets angry and demands to go back to her prior home we do not understand what is going on and it is driving us crazy,behavioralchange,there are many possible answers here it could be that she misses friends that she felt safe in the other house emotionally safe and comfortable or dozens of other things will she talk about it when shes not mad you mentioned that she has an attachment issue it could also be that she was attached to the house its not the same as being attached to a person but possessions and safe places certainly mean a lot,1,1,409,F,0.9436227083206176
240,2284,ive felt this way for  two years i feel so much better now then i did when it started but it is still there in the back of my mind at all times,behavioral change,best answer that i can give to you is that some level of depersonalization is quite normal for everyone it will come and go throughout life kind of like being on a rollercoaster here it is then its gone not to return for quite some time like many things the more that you fixate on it the more stress it will cause you consider it part of life accept it and move on now if your having many many many of these episodes or have some auditory or visual hallucination or disturbances or emotional unbalancing that accompany it than that is definitely something to look at but for the most part nothing to worry about hope this helpsc,1,1,629,F,0.8536809682846069
241,255,"im a teenager and i i go through periods of moodiness i have extreme feelings but i bury them and then i feel nothing  just empty and emotionless
   i have trust issues low self esteemban extreme fear of abandonment and i constantly reevaluate my relationships i also dont know who i am as a person im not happy overall but im not suicidal can i just feel happy",depression,sometimes the way to feel happy is to address all the questions you just describedteenage years are the first time any of us starts to feel and recognize our uniqueness  the fact that you recognize your great range of feelings as uncomfortable as they may sometimes be is healthyalso healthy is that you are asking for opinions of therapists who would be familiar with when a range of feelings shows an out of the ordinary problemone path to take is to reflect on the topics you wrote here and especially to ask yourself your reasons for how the problem started and what it would take for it to resolvedo you have trust issues because someone broke your trust youre entitled to a repair of your trust by the other person   even if the person never offers this to you to know you deserve to be restored to whole may help you feel more securethe same is true with the other topics abandonment and relationships generallythe more you continue to value your unique understanding expectations and standards the more likely youll create relationships which do not have these qualities and you will restore your sense of hope that other people may treat you in a fair and kind way,1,1,1173,F,0.9454449415206908
243,704,about  years ago or so i was skinny but i was still ugly i really do want to change that but ive tried  times now can i try but dont stop at school i get bullied about my weight and my ugliness and i have been bullied my whole life that i believe them how can i stop thinking about them and dont let it get in my head my parents said i dont weight that much but they do think i am fat but they tell me i am not i told my parents that i need to go to a therapist but they think i am fine and i think they dont want to deal with it,selfesteem,hey  i am so impressed with your efforts to ask questions to figure out how to change the messages that you hear and say to yourself and to get support  and it sounds like you want to make some changes in your life  take a walk over to the counseling office at school the school nurse or consider reaching out to your pediatricians office you dont have to have your parents permission to seek support for yourself  and maybe taking control of your support network will give you the strength to make even bigger decisions about your health  i am rooting for you  be wise,1,1,569,F,0.8995704650878906
244,1469,i find that i imagine things sexually and i hate it because it puts strain on my relationship i feel helpless and guilty i want it to go away and i want to make my woman happy again,relationships,it is completely understandable that you would like to find a way to make these intrusive thoughts go away however your feeling that you cant control having these thoughts is accurate its also understandable that you would feel helpless and guilty given that you see how these thoughts are effecting your relationship though i would encourage you to go easy on yourself and remember that you arent choosing to have these thoughts im sure that if there was a switch to turn them off you would flip itthere is no magic technique or pill that can guarantee these thoughts will go away however therapy may still have a lot to offer in working with a competent therapist you may be able to gain insight into where these thoughts are coming from and develop new ways of relating to them so that they do not leave you feeling as helpless and guilty and can be more present with your partner though there is no guarantee that the thoughts will go away this may also be a result of work with a therapist either way you may be able to find a way to deal with the thoughts and show up in your relationship in a way that will be satisfying to you and your partner,1,1,1151,F,0.8563303351402283
245,1128,my girlfriend remains friends with ex boyfriendslovers on facebook who actively like and comment on posts it causes me to get jealous because im afraid they might reconnect somehow ive attempted to talk to her about it but she avoids it and doesnt seem to worry about how i feel about it,intimacy,talking about it would probably be helpful if youre both in a place where you can decide when is best to talk about something that is important it may also be helpful to ask if you could talk for two or three minutes to make a point and then have space for her to talk for the same amount of time you can adjust the timing for what works for both of you after one of you is talking perhaps you could restate what you have heard the person say this can lessen confusioni know you say that she avoids it it might be a good place to start talking about it  to see what makes her avoid it it could be that she thinks any discussion about them is going to lead to an argument or you saying that she cant talk to them i dont know how you typically react when you are jealous but if you can discuss talking about this in a way that you are both open to hearing what the other person is experiencing that may be helpful as well,1,1,919,F,0.720127522945404
247,1283,my stepdad and i always mess around ive noticed that whenever he playfully hits me its always my butt that he hits he always comments on my outfits and always scans me head to toe when i walk into a room im a teenager female and i want to know if this is normal,familyconflict,its hard to tell from the way you described it do you think he would be open to an honest discussion it could be that his comments about your outfit are designed to make you feel good or to help them show how much he cares about you as his stepdaughter as far as scanning you from head to toe i can think of reasons that parents might do that i also think that talking about it is probably very important so you really know what his intentions are that way it removes the guesswork and you have the opportunity to know what he is thinking and feeling and he can also know what your reactions are,1,1,595,F,0.947421371936798
248,960,ive known my boyfriend for several years we were friends for a long time in  we started a relationship and he even asked me to move in with him since i lived out of state i planned to move in with him in  after i finished school and he found a job however during this time we had a few arguments and broke up with each other for a short period of time we decided later to make it work shortly after i found out that i was pregnant i wanted to tell him during his next visit however he never came to see me and instead asked me for money after i gave him money he quit answering my phone calls and texts    soon after i experienced a miscarriage i texted him about what had happened and he didnt seem to care i was extremely hurt by this i still decided to move back as i had originally planned he helped me with the move and replaced the money i had lent him during this time i asked if he wanted to be in this relationship because i needed to know although he says he did i hardly ever see him he never got a job which was in the original plan    after that we both started seeing other people for a short amount of time but once again got back together once we got back together i cut all ties with the former relationship i had been in i thought he had too but i found out that he did not attempt to do as i did and was still talking with another woman in fact he had even sent inappropriate pictures to her when i confronted him about this he wasnt apologetic he said that he only did it to get even with me and was actually mad at me for looking through his phone he even closed his car window on my finger and tried to throw me out of his car i dont know what to do,domesticviolence,there are plenty of red flags that you have been presented withseveral breakups not holding up his end of the bargain regarding worklack of empathy for your miscarriagelying about his involvement with another womanphysical violence which is of most concern this seems to be a very unhealthy relationship in my experience relationships such as these rarely become positive ones violence is never okay and regardless of his reasoning you looking through his phone it is indefensible you have to look at these red flags and ask yourself is this really someone i want to marry is he an asset to my life i think youll realize he is notbest of luck to you and please know that you deserve someone who treats you with kindness dignity and respect,1,1,739,F,0.924700915813446
249,2512,i know im ruining my life with a lot of the decisions i make  i consistently tell myself i need to make some serious changes in my life but i just cant seem to even though i really want to why cant i force myself to change,behavioral change,in general the reason people arent able to change is because the person feels a sense of fear to changewhat the roots are of this fear are usually easiest to identify by talking with someone whom you trust and feel safe to talk about your inner thoughts and emotionsif you havent got someone like this in your life which is common then shop around for a therapist because a therapist is someone who is professionally trained to listen in a way which helps someone know more about who they arebe patient with yourself too  change sometimes feels much scarier and is more complex than simple compared with whatever you would like to change,1,1,637,F,0.938010573387146
250,2405,a year ago the love of my life left me and never looked back our son was two months old at the time and it broke my heart i miss her so much and cant seem to get over  being so heartbroken,relationship dissolution ,i recognize that you say you are missing being with the love of your life at the same time i dont understand whether you are able to see your son im curious as to the relationship dynamic between you and your sons motherwhen you say that she never looked back i imagine you are conveying that getting back together is not something that she is interested ini would suggest that you talk with a therapist and your local area so that you have the ability to discuss the loss of this person who you love so much most people think of grief related to the loss of someone who has died but it also applies to people who have a significant loss whether that is a relationship a job or any number of other thingsin the meantime try finding something about yourself that you value and can focus on,1,1,788,F,0.9950942397117616
251,1458,i have several issues like i dont like people they make me sick i have issues with talking to people i feel like they are talking about me and making fun of me i have felt this way for years when i look people in the eyes i have voices that tell me to hurt them and if i dont stop looking at who i am talking to it gets so loud i cant hear what they are saying i just stay away from people to avoid this i look at people and think how i could hurt them i feel like i am worthless and would be better off not in this world where i dont fit in every day i wake up its like another day any info would be good,relationships,sounds like you are dealing with a lot within your self which is causing you great pain  i would suggest that first you get a full physical evaluation to make sure that you are ok physically  then getting a mental evaluation as well from a psychiatrist  seeing both would help rule out any physically or psychologically causes to your symptoms    after getting these evaluations your physician should be able to help guide you on what treatments would be the best to help with your everyday challenges your are facing  whether treatment includes medication andor psychotherapist would be discussed  please consider doing both immediately so you can have the live you want everyday you wake up,1,1,692,F,0.6455240249633789
252,2463,my wife and i got separated because i asked about her contact with a male friend of hers the next day she kicked me out  she let me move back two days later yesterday she said she wanted a divorce then quickly changed her mind i asked if the other guy was a factor but she says its not my business,marriageintimacy,divorce is a serious life altering decisionit is best to decide any serious matter through reflection and discussionstart by knowing what you want from the marriage and why you are willing to move in or out of your own house because your wife tells you to do thiseach of you would benefit from more clarity of what you expect and would like from each otherdoes your wife want a boyfriend in addition to the marriage to youis she willing to drop the male contactdoes she care how you feel about her contact with the other guyyou need answers and knowledge about the definition of your marriagesince there are many areas to open all of which are filled with emotion including pain if youre not able to make satisfactory progress then a licensed couples therapist may be useful to you and your partner,1,1,798,F,0.9877602458000184
253,799,she said she needed space after three days of dating and she got a boyfriend a week later i still really miss her and she told me she still likes me,relationshipdissolution,given the short amount of time you know this girlfriend there is no history on which to make a judgment about the likelihood of what she will do nextcertainly she is confusing by telling you she likes you and is with someone new  and not giving you any explanation as to why she made her decisionid suggest two possibilitiesspeak with her and ask her if she considers opening your relationship with heror simply wait and see what she does when you contact her in a friendly waypay attention to your own satisfaction levelif you get more answers from her which arent agreeable with you then it is time to put the hope for this relationship behind youthen youll have clear space to find someone who is as interested in you as you are in them,1,1,739,F,0.5347006320953369
255,1141,he owns his own business sometimes he stays out all night but doesnt tell me we have a son together and i get to stay home with him he says i complain too much about what hes doing weve been together a year and a half i got pregnant after being together for a month we moved in together when i had my son in july everything was great and then he started the staying out he then started not spending time with either of us i just dont know if im doing something wrong weve talked and he says this is just how he is but he wasnt like this before,intimacy,congrats on the birth of your sonyour situation sounds painful lonely and isolatingand these features are eating away at your selfconfidencestart by believing in yourself  the feelings and ideas you describe here would only be arising from within you because they are at the very least partly trueask your boyfriend if he is willing to listen and understand your point of view  if he does then hopefully the two of you will more easily talk with one another about the truth of feeling overwhelmed by the quick pace of your courtship and becoming a familyif these discussions continuously include him blaming you for having your own feelings and expecting him to more actively be a part of your and your sons life then youll need to start valuing your feelings and what is best for you and your son by yourselfi send you lots of good luck,1,1,837,F,0.9751826524734496
257,294,people have been calling me names and i have had enough of it i cannot stand it anymore im done i have told someone this and that is why i am writing this the thoughts are awful,depression,its sounds like you are feeling pretty overwhelmed with intrusive thoughts and are feeling very criticized by others as well i think it is great that you are reaching out and i can tell that you want this to change working with a competent therapist may be a good option for getting some more clarity about what is going on developing ways to cope and eventually getting relief from these overwhelming experiences,1,1,413,F,0.9788748025894164
259,531,i was violently raped by another women who was my friend of  years im having bad flashbacks im scared to sleep because i see it in my dreams i dont leave the house because i have panic attacks,anxiety,im sorry for your sufferingthere are therapy programs which help people to gradually feel more at ease so that daily living does not feel so frighteningonce you feel stronger and more secure from such a behavioral program youll be able to sleep more peacefully and leave the house whenever necessary to do your regular lifethen you will be able to open and clear the deep emotional hurt that always occurs from being violated by a trusted friendsending good wishes in your work,1,1,477,F,0.9860914945602416
260,2363,she was diagnosed a type one diabetic two years ago and had a very tough time dealing with it  she has an attachment issue also her mother just moved to a much nicer home and she gets angry and demands to go back to her prior home we do not understand what is going on and it is driving us crazy,behavioral change,there are many possible answers here it could be that she misses friends that she felt safe in the other house emotionally safe and comfortable or dozens of other things will she talk about it when shes not mad you mentioned that she has an attachment issue it could also be that she was attached to the house its not the same as being attached to a person but possessions and safe places certainly mean a lot,1,1,409,F,0.9436227083206176
261,269,he said he would try and he never did its been nine months and this is making me worse today he said i have to respect whatever decision he makes is that true am i supposed to respect the decision to leave because he cant handle what im going through and leaves me here crying and worried every night hes constantly changing his mind on if he wants to work it out,depression,im sorry for the hurt youre feeling from your husbands decisionkeep in mind that if one partner does not want to be in a relationship and remains in it then both people will be unhappy dissatisfied and feel stressedimagine being in a relationship that youd rather leaveall the negative feelings and resentment of being with someone whom youd rather be without would not leave very much energy to satisfy your partnerim glad you realize that you feel depresseddepression is a mood that can change once you understand what is causing itdepression is an area that very often therapists help their patients understand and emotionally support and encourage them during the course this takesfor now concentrate on decreasing the tension in your life  your husbands indecision may very well be adding to your stressonly he can make up his own mindas hard as this may be all you really can do is take care of how you feel so that you will feel betterfrom what you write your husband is too unsure to offer you the love and care youd like from himlearning to love oneself is always worthwhile   at this stage in your marriage now sounds like an ideal opportunity for you to teach yourself selflove,1,1,1188,F,0.979763388633728
262,444,i havent been feeling like myself lately ive been upset for no reason and feeling anxious im feeling burnt out what can help me feel better,anxiety,i would first say that those are difficult thoughts and feelings that sound exhausting i cant image how this must feel but i can assure you that you are not alone these are common experiences in our society where we are made to feel as though we must go go go especially in the current world situation even simple things can feel overwhelming i believe that starting with baby steps such as taking even  minutes for yourself daily to be in the quiet and reflect can be helpful recognizing that even small selfcare steps such as drinking more water eating healthier foods or taking a hot bath can be helpful to relieve stress,1,1,624,F,0.960558533668518
264,1149,my boyfriend of five months expresses how much he cares for me and loves me and i believe it it has been one of the best relationships i have been in for a short period of time but he has lied to me so much hell tell me that hell stop lying and while hes saying that hes hiding something or lying about something first it was about a girl he hid text messages and claimed she was a friend and it was a friendly conversation when it was a girl he once found interest in next was his exgirlfriend he put a fake contact name and it was just friendly but he lied to my face all the time he claims he never cheated and still expresses his love the same way and that he wants to change and do better,intimacy,new york new yorkits not your boyfriends lying that concerns me the most its the lies you tell yourself verbal expressions are easy but its walking the walk thats more important in the end when someone shows you what theyre capable of you can believe them hes capable of being manipulative and deceitful and he even lies as hes telling you hell stop lying what youre doing is called denial when you see evidence of something but you choose not to believe the evidence he might love you with his heart but love in the end is a verb and is based on respectful loving behaviours my wish is that you start by believing in what you deserve,1,1,634,F,0.7941270470619202
265,451,when im around people i sometimes think someone has made a comment to me or asked me to do something i will be focusing on something else and then randomly think i hear something about me i never know if it was actually said,anxiety,sure can  especially social anxiety or anxiety in the form of paranoia  are there any patterns to when or where this happens most  does it ever happen with people you feel safe and comfortable with  or only when you are in an uncomfortable social setting  if you notice any patterns you can focus in on the anxiety surrounding them and build coping skills to help you get through those moments if thats what would feel helpfulyou could also seek help and talk to someone about whats happening to get a better assessment of your situation and more personalized techniques  theres many counselors out there that are great at working with anxiety,1,1,643,F,0.7332904934883118
266,506,ive been dealing with this for years my mom thinks im overly emotional and refuses to offer any help like therapy or seeing a doctor shes seen me when im having a panic attack and just said i was faking for attention or that im a hypochondriac i just want to get better,anxiety,how old are youare you old enough in your state to have therapy without your mothers consentyour moms attitude toward you may be one significant reason on why you feels so much tension in the first placedont let her opinions and beliefs get in the way of what you know about yourselfare you in school and does that school have a guidance counselorwould you talk with that person about your difficult getting your mom to retain helping services for youkeep looking for local resources which will support you either directly or indirectly by advocating for your right to receive mental health care,1,1,595,F,0.8059149980545044
267,201,ive had posttraumatic stress disorder for years without my parents ever finding out i want to overcome it but its so vivid its like its happening again im scared and paranoid i have depression which i have been struggling with since a young age,depression,post traumatic stress disorder ptsd is a very complex issue  it is the root cause of many other issues including depression anxiety and anger to name a few  reexperiencing the event is a telltale symptom of ptsd  one of the best things you can do for yourself is to find someone who specializes in this area to help you work through the symptoms associated with this disorder as well as directly addressing the eventevents that initially caused the symptoms  there are various treatment methods available to helping professionals that are successful in treating this disorder  in the meantime there is a book called the body keeps the score it is informative and may be helpful for you on your journey  it is my hope that you are not dealing with this alone   best wishes,1,1,771,F,0.8085246682167053
268,1182,my grandma and brother both passed away  years ago and sometimes at night i just cant stop crying while thinking about the good memories we had but wont have ever again i cant sleep at night when the memories and tears come ill be fine all day then at nightboom its like waterfalls from my eyes why cant i stop crying,griefandloss,its good to know you are reminiscing about good memories  the sadness and crying is normal when you are missing a loved one  you are noticing that grief changes it doesnt just stop  you have recognized that there will be moments in life that you will want to have shared with your brother and grandma and it just seems unfair that you cannot  i often find that when someone is stuck in the place you are it is a result of unfinished business and in your case it appears unfinished futures  a professional versed in grieving and its intricacies can guide you to navigate through this and lessen the intensity that you experience  as life goes on there will be many moments that you will have wished they were present but those moments do not have to bring you such intense emotion  seek some help you wont regret it,1,1,814,F,0.9858179688453674
269,548,when my daughter is stressed about a silly thing from school she starts crying and freaking out she is a bright student always has a  but i am afraid she is stressing too much im afraid its going to break her i dont know if i should get her to a doctor or someone because this is not normal,parenting,watching children go through challenges in their lives is difficult on a very basic level there exists a primal need to protect them from harm the hard part for parents is letting them feel those challenges and working through them as they get older at some point there is a moment that occurs when the role as a parent shifts children no longer need the basics food shelter water safety as much as when they were toddlers but rather their needs shift to wanting more support encouragement advice and room to make mistakes this is where the ability to communicate with them letting them direct the sails to gather the wind needed to move is so important keep the lines of communication open and be available to give feedback when they ask for it,1,1,745,F,0.5619957447052002
270,1071,he is always telling me our fights are only and all my fault he bashes me to our young child and he is addicted to a few substances,intimacy,strengthen your own belief in your right to a decent life and respect of who you arefrom the brief description you write your husband has very limited capacity to recognize how others feel and even less capacity to empathize with the personthe best you can do is convince yourself of your own worth and associate with others who believe similarly about your qualities,1,1,367,F,0.8430647850036621
271,1206,my friend is abusing her prescription medicine even though she told me she didnt have any more pills i found she has prescriptions for anxiety medications,substanceabuse,your friend needs to admit they have a problem  if not no matter how many pills you take they will find a way to get more  it is also a federal offense to take someone elses medication so if you did take it she could have you arrested  in other instances it can be more dangerous to take medication away than slowly tapering off of them  like anything we put into our system our tolerance builds up and can effect us in different ways  i would listen to her and discuss why she feels that she needs to be on the medications rather than playing bad cop in this situation  encourage her to get help and let her know you re there for her,1,1,634,F,0.5906758308410645
274,521,i started seeing this guy that i met at a mutual friends place he recently broke up with his exgirlfriend and started seeing me everything was great in the beginning then i started having low selfesteem thoughts and thinking he was hanging with his exgirlfriend again its all i think about i am still seeing him but things have changed because i am at a loss for words i get stuck in my own thoughts i like and care for him a lot he just makes me nervous and gives me the butterflies,anxiety,sounds like you are struggling with your own negative thoughts  as you stated everything was great then you started having low selfesteem thoughts and thinking  what is contributing to these negative thoughts  his actions or your past experiences with unhealthy relationships would be my question,1,1,296,F,0.6873331665992737
275,89,i feel angry anxious and depressed the ptsd i suffer is from a past relationship,depression,i second the suggestion to find a therapist who is trained in cognitive processing therapy cptill also add that all you describe is very common in ptsd  emotionally its an exhausting condition and can take a lot of energy from the body  depression is a common consequence of ptsd since many people experience functional repercussions impacts in work social and familial settings   its not fun to feel constantly terrified  to search for a therapist trained in what you are dealing with it could be helpful to specifically search for folks who specialize in treating ptsd  you can do that through google searches or you can also head over to psychology today and therapy den  both sites are therapist directories where you can narrow down the type of therapist you are looking for as well as other factors like insurance they accept and locationyou are on the right track coming here so keep up the search,1,1,904,F,0.932263433933258
277,1317,my husband doesnt trust me for some past we had i know all marriages have their ups and downs but sometimes i feel i am getting tired of the same thing over and over that i am messing around which i am not,marriage,the good news in the way youre feeling is recognizing that your husbands trust of your actions makes a difference to youthe typical therapy formula for restoring trust between two people after some sort of betrayal is for the one who has broken the trust to earn it backrestoring trust requires both persons to actively involve themselves in this processthe person who tires earning back trust must know what standards for this of the one who was betrayedthe person who feels betrayed must willingly be open minded to accepting the efforts of the one who tries earning back their trustas simple as this formula sounds the actual process of restoring trust raises a lot of emotion on both sides therefore causing difficulty in keeping discussions in this area on trackthe best way of success in restoring trust between partners is utilizing a couples therapist who would be able to guide your conversations back on track and also open emotions for discussion when relevant to restoring trustgood luck in establishing new terms with your partner,1,1,1043,F,0.9753366112709044
278,274,over the years i have slowly lost everything my jobs my cars my freedom and my money i am a stayathome mom who doesnt make any money doesnt have a car never goes out and cleans all day long everyday,depression,there are an infinite number of possibilities here you included a lot of things that you dont have is there anyway that you can have some freedom for a few hours a week at least a lot of times stay at home moms have groups when they meet at different public places where their children can play together and they can talk together i dont know how old your child or children isare but perhaps going back to work is something that can happen in the futurei wonder if you may consider who you have in your life who can support you i dont know whether you have a spouse or parents or siblings who could help out with some different things i wonder if you could consider where you would like to go if you had two or three hours that you could do whatever you wanted if you can sort out some possible answers to that maybe you can work together with friends or family to make it happenalso again depending on the age of your children some parents can do things while the children are sleeping even if you are in the same room for example if your children are sleeping for about two hours maybe  minutes of that could be reserved for you and the rest could be for cleaning or other things you need to do,1,1,1196,F,0.5603766441345215
279,1445,im in a relationship but i feel like im always putting more into it and not getting reciprocated my ex told me that i will never find anyone else and thats lingering in the back of my mind,relationships,the most crucial key to any relationship is that mutual feeling you hold between you both that you matter sounds like you are stuck in a cycle of hearing your ex say you dont matter thats why it didnt work with him btw he wasnt reflecting to you that you mattered however it ended clearly though thats the sentiment thats lingering with you so here you are hanging around a new man why is telling you the same message move on you arent unworthy you just havent found a man who is worthy of you to be worthy of you he must see your worth often though before anyone else can see your worth you have to believe it,1,1,610,F,0.7012293338775635
281,1124,we have been together over a year we spend time together every day no matter how busy he started to be unusually fatigued and losing weight he also began to be distant and sexually selfish we had a argument and he confided he has late stage stomach cancer he wont treat it,intimacy,i wonder if both you and your boyfriend could have a conversation about what you both want wish for and desire from one another right now that doesnt necessarily mean that your partner will give everything that you ask for but this is one of the ways that he can learn more about what would help you through this and you can learn how you could support him since traditional medical treatment is not something he wantsyou may also consider using some openended questions not yes or no answers to talk about what youre feeling about both about his cancer and about your relationship both of you may discuss different ways that you would like support from one anotheri would also see if he was comfortable with you disclosing this to one or a few of your close friends with him considering doing the same so that you both have support that includes each other and also includes others because there may be days when you both have a negatively emotional day at the same time and would benefit from talking with someone elseit may also be a matter of conversation to discuss what makes you happy together and use those positive moments to help move through more difficult ones,1,1,1172,F,0.9022590517997742
282,470,i just about fall asleep then i cant help but sit up and walk around,anxiety,maybe you are afraid to let go of your problems for a few hoursalthough you didnt write this usually what keeps people awake or prevents them from falling asleep are worries about certain situations in their livesif this describes you then maybe talk with yourself to convince you that you are entitled to a good nights sleepreally we all are and feeling rested from the day and lifes tensions will better you to handle whatever the particular matters arealso maybe you will be more enthusiastic to go to bed if you have a comfy mattress and nice pillows  make your bed an inviting place because this will tempt you to enjoy relaxing enough to go to sleep,1,1,655,F,0.5752632021903992
283,681,my exhusband told my two adolescents that santa doesnt exist on the day before christmas they are desperate to hold on to the magic of christmas but i dont know if its right for me to lie to them and tell them that santa is real i dont want to let them down and make them lose out on those memories but i also dont want to lose their trust,parenting,well boise the cats out of the bag now isnt it i love that you want to help your kids keep the magic of christmas they must want that too if they still believe in santa into their teen years which is unusual i believe i wonder if they had already figured it out anywaybut they know now and your ex had the right to tell them if he felt it was best so its time to explain to them what a loving and magical thing it is that parents do and christmas can still be magical in so many ways really who says they have to stop believing in santa santa is very real as a spirit of surprise generosity and love,1,1,599,F,0.8623278737068176
284,662,the birth mother attempted suicide several times while pregnant the adopted mother was terminally ill upon adopting the baby and died when the child was just over one year old the adopted father then remarried to a physically psychologically and emotionally abusive woman the child was placed in foster care at  years old    what might be the long term effects on an adult with this childhood history,parenting,the true answer is no one can really say with certaintythe variables are the way this child absorbs and adjusts to these significant changes in their life  all anyone can do is guess at this point and theres no good reason to guessthe only general certainty is that the adult whom this child becomes will have had a profound encounter with the biggest types of human losses a child can go throughsome people become great teachers therapists and philosophers who have this background  some give up on life and hide away from othersthe best anyone could do who knows this child is to offer love bc this is the greatest guarantee to show there are good people on this earth,1,1,670,F,0.9844906330108644
285,958,my boyfriend and i have been together for five years now throughout the entire first day that we met he and i had the opportunity to interact quite a lot and instantly sparked a deep connection with one another that same night he and a friend stayed over at my house without my moms acknowledgment and we kissed the next two days were a repetition of the first day on the third night my mother finally caught us and i was kicked out of my house i left with him of course and we went from meeting each other to being like a married couple it was very hard for us his stepdad also kicked him out of his home and we were staying at cheap hotels and friends houses with the little money we had i quit my job and dropped out of school because it was hard to do anything without a stable home there were times when we had nowhere else to go but sleep in the car outside a walmart parking lot our honeymoon stage as they call it probably only lasted one month after that it was a downward spiral we were constantly arguing about money food and our families we kept having the famous youre doing it wrongdo it this way argument after six months we moved across the country only to live the same thing and thats when the violence started one afternoon after a serious argument he got into his truck and threatened to leave me i was frightened that he would actually go through with his word given that we had just moved to a place where we knew no one he told me to let him leave or he would hit me he had once promised he would never touch me so i challenged him to do it he slapped me and ever since that time when we have serious fights he loses control and hurts me i havent had the courage to leave him and theres really nothing stopping me now i dont live with him i dont depend on him and we dont have children we both havent been able to let go of that deep connection that we still have and that has been damaged so badly he always apologizes and at the beginning he was more willing to change now he just wants me to understand why he does it and how i dont ever make the effort to try to be okay ive read enough about domestic violence to know that its not my fault that he loses control so thats not even an issue for me i know he has to change that on his own i just want to know if theres people who have gone through this and had the tables turned is there hope for a better future together,domesticviolence,hi winters i learned a long time ago that i cant ever predict who will change and who wont i meet couples who seem to have all the ingredients but cant make it work and others who have severe issues and they decide to make better decisions and things change but in reading your story the image of a slot machine came to mind youre gambling your life away on the chance that this guy will change only you can decide how many years to give it i see him giving you clear signs that he doesnt even believe in himself or want to change though what are you waiting foralthough you say you know his behaviours arent your fault something tells me that youre hoping your love for him will turn the key that unlocks something and makes him want to change it doesnt work that way just like the slot machine you have no power to change him or make this work you can only decide when youve paid too much i bet theres someone out there who loves and misses you hes not your only support,1,1,972,F,0.9705402255058287
