,question_text,topics,answer_text,q_token_count,a_token_count,a_text_length
1905,"my wife and i are newly married about  months weve had some issues surrounding sex particularly her lack of libido shes on an anxiety medication of which diminished libido is a side effect but i think our issue is also partly one of a lack of intimacyromance centered around my hectic schedule our sex life has suffered as a result
tonight she made a genuine effort to let me know she wanted sex which is a big deal once things started she had the most obviously fake orgasm ive ever encountered i was honest with her about why and told her that the most important thing to me in sex was knowing that she was legitimately enjoying it she responded angrily with a complete denial of the faking i dont know how to broach this subject and have an honest conversation i think she will continue to lie to me about faking it which will cause our sex life to spiral further please help",intimacy,you are newly married you have a hectic schedule your wife is on anti anxiety medication what if you take the focus hint pressure off of her orgasms and focus instead on connecting with one another you know like the gestures you each likely made while dating  it turns out that these little moments of connection throughout our days are actually foreplay spend a few weeks making a real effort to focus on building up your little daily moments of connection i wrote a post about this a while back you can find it here httpconnectfulnesscomlittlemoments and have fun with it,1,1,573
1906,"im always told im not good enough or trying hard enough i put  in to every thing im worn out ive worked on all of my family relationships im doing great in school im kind to those in need and otherwise i stick to my religious beliefs and leave room for mistakes and learn from others so i dont have to make as many and the ones i do i learn from 
somehow its still not good enough and nothing i do works nothing has changed and i feel hopeless any suggestions or ideas",family conflictselfesteem,the feeling of never feeling good enough usually stems from our early relationship with our parents or significant role models who made us to feel we were never good enough to meet their standards in the healing process youll need to work on discovering the root source of where these thoughts and feelings come from and then learn to accept yourself just as you are unconditionally id be pleased to help you in this process i provide online private counseling through proventherapycom dr rachelle vaughan,1,1,505
1907,"hes been losing feelings and he doesnt know why i love him very very much he sometimes thinks im obsessed when im not at all i give him his space and i make sure hes okay but  sometimes i think if me and him saw each other more it would be better
i truly want me and him to get better its kind of hard not to stress about it because the love of my life is losing feelings which is a sad feeling hes a great guy i just dont know why hes been losing feelings towards me hes starting to put less effort in talking to me
at this point ill do anything to just make us better as a couple i tried talking to him but he doesnt like talking about it much advice on what to do",relationships,im willing to bet that this isnt what you are hoping to hear but id suggest giving him space ooph thats a tough one right i know but heres the thing when you keep trying to process and talk it out with him you keep pushing him away he needs to feel like a solid and whole person as you do too to be able to be fully in your relationship its the work of being in relationship to learn this i get that this is tough stuff i wonder outside of being with him how do you soothe and calm yourself thats the stuff for you to tune into and focus on right now,1,1,550
1908,"i want a secure relationship with someone that wants to be with me and who will actually put effort into it
i seem to gravitate toward unavailable men and those that want intimacy and no relationship i let men dictate and control me because they accuse me of being controlling i let men emotionally abuse me and i am at their beck and call
i am not comfortable being alone or doing anything by myself i feel i need the security of someone being around just to survive i know what im doing wrong and i do it anyway just hoping things will change how do i stop this behavior and thought process",relationship dissolution ,you may be interested in reading my most recent post intimacy begins with you in it i offer  expert tips to help you get started on a path of self connection and discovery this is important stuff to do in order to work through that stuff thats holding you back from the relationships you desire you may find that its especially helpful to do this work with the alliance of a skilled individual therapist,1,1,403
1909,"i regret ever hurting her and they mean the world to me but it feels like nothing i do seem to work
ill always love them no matter what and when im with them nothing else matters i love them more then anything i dont want another guy raising my kids",parentingrelationships,how you you expressed your regret and taken responsibility for the pain thus far repair is a very essential skill in and part of developing healthy relationships your love sounds deep sit with that also sit with how shes been hurt you get to feel your hurt too and your kids in feeling all this you may also find our way to the repair if feeling all this is tough to take on seek out a local therapist to support your process,1,1,425
1917,"we kissed and he grabbed my boobs and we exchanged some texts and a few calls it went on for about  months just when we were all together and our spouses were out of the room once i met him for lunch to tell him that we needed to stop we ended up kissing after lunch and then i sent him a few more texts that day telling him i was serious and that was the end of it his wife my good friend saw us kiss once and told my husband i told him a couple of things then and we got over it
a year later she told him a couple of other things same story its been about  years since they are now divorced and my husband and i have been happy a few weeks ago the wife called me and said that her now ex told her more stuff we did i decided to just tell my husband everything we are trying to work things out but he is having a really hard time believing that he knows all of it how can i help him believe me",relationships,the issue at hand here is that youre betrayal broke his trust in order to repair your relationship you will both need to confront the infidelity and both of you will need to honor yourselves by communicating your feelings and ensuring that those feelings are heard and validated it would be really helpful to do this work with a gottman or emotionally focused couples therapist gottmans the science of trust and what makes love last would both be helpful reference books to guide you along,1,1,489
1918,"cheating is something unacceptable for me but because we have two daughters i decided not to break up the family
however now i am struggling to forget and forgive what happened i feel like i cannot trust him without trust i cannot stay in this relationship on the other hand i do not want my children to get hurt im not sure how to move forward",relationshipsmarriage,lets just start with acknowledging that trust is huge and betrayal hurts youre entitled to your feelings all of them and you need to know that your husband understands you that said some ways are more effective at rebuilding and repairing relationships that others i am a big fan of the gottman method for couples therapy especially following infedienity you can read about this approach in gottmans books the science of trust and making love last andor you can seek a gottman certified couples therapist here httpswwwgottmancomprivatetherapy,1,1,542
1919,"i feel that i need to end my present relationship he lives three hours away and likes the reassurance of having someone to talk to multiple times per day and seeing me once or twice a month  i want someone who is more present and more of a life companion
lately he has had a very busy work schedule and i have only seen him a few times in the last  weeks i told him that i cant continue in this way because i constantly feel frustrated and angry and that he is not making the relationship enough of a priority i also feel it is keeping me from possibly finding the relationship i want
we have been together  years the problem is that i panic and experience anxiety and depression thinking of him with someone else and then thinking i will never meet someone i like we have gone through this cycle already  times and i feel it is unhealthy to stay in it but my aversion to the anxiety and depression i experience upon separation always leads me to reconcile",relationshipsanxiety,sounds like your panic is less about loosing the relationship you are in which by the way doesnt sound like its meeting your need for connection and more about being alone being with him is serving you even if the relationship is less than ideal from being alone being alone can be scary youd have to face yourself youd have to learn to love and care for and cherish yourself all important skills and tasks in maturing and growing up but scary none the less what ifwhat if you gave yourself permission to be in a relationship with you,1,1,534
1923,"i know someone who is extremely sensitive to stress and very sensitive to a negative tone of voice sometimes during a disagreement he tells me that my communication is having a harmful impact on him once he believes i am being negative i cant seem to find a better way of communicating in fact it is often a self fulling prophesy because his accusatory manner becomes unbearably frustrating 

what advice might you offer",relationships,with any type of criticism it is usually best to introduce the topic at a neutral time ie when both of you are relaxed with no current stressors involved having fun etc  begin with a nonjudgmental reflective comment about a recent bothersome event as if it were just then crossing your mind therefore not something youve been consumed with ruminating over  eases the impulse for him to dive straight into defense modethen share how you felt at the time of the event  just say when i felt kind of hurt  shocked or whatever the feeling was  period  thats all you should say  wait for him to respond to your matteroffact statementno matter what his response is stick to your same message  dont get overwhelmed by trying to rephrase or explain your view as that will likely set you up for continued arguing  you can even add i agree i could have misunderstood  it event i just know it made me feel uneasyhere you give him little wiggle room for a debategood luck  id love to hear how it goes,1,1,987
1924,when i ask him who he is talking to he tells me no one but it sounds like he is holding a conversation with someone i have even accused him of having a secret cell phone i ask so much i feel like i am losing it  is he trying to make me question my sanity or is he talking to himself,relationships,a rare topic  likely extremely troublesome for you i would need to have more background information on the two of you before beginning to offer any insight feel free to email mei would also like to add that aside from the reality of whether or not these conversations are actually occurring as your partner he should be just as concerned about something that is disturbing you to this level  partners need each others trust and support no matter who is right or wrong,1,1,467
1933,my girlfriends grandma passed away  months ago they were very close she took care of her till she died things kinda returned to normal few weeks later last month it feels like we hit a brick wall intimacy fell off i asked whats up she says she cant connect with anyone and that its not me she used to be very open and expressive now she gives short answers and has no interest in sex or any touching  when we did have sex in the last month something felt really off now im very insecure about us and have thoughts of her cheating she says otherwise but i dont know it just feels like something is really off,relationships,grief has a huge impact on us and everyones reaction is different the one common reaction however is to shut down and distance ourselves her relationship with her grandmother was close given she took care of her up until she passed it sounds like she is working through a difficult loss and her ability to connect with you or anyone else is likely low right now trust what she is telling you and try to be there for her as she works through it if she finds it too difficult to connect again a good grief counselor can help her get back on track,1,1,544
1935,im in a relationship with my fiancé and i currently found out that shes been cheating on me with a coworker i was very upset none the less i understand what she did was wrong but i want to spend the rest of my life with her so im willing to forgive and move on we have been together for a little over  years and we have a son at the beginning of our relationship i was unfaithful and she caught me cheating she forgave me for what ive done to her and since then i been completely faithful im worried about our relationship and want to move forward  but its been very unsettling all i can think about is her with another man i dont know what to do or where to go for advice,relationships,hello i know this is a tough situation your going through and it has you questioning everything but one thing is certain and that is that you still love her dealing with the hurt can be very challenging but after learning from your mistake you changed and became more faithful and loving and the comfort knowing she forgave you is what made you love her more and less likely to hurt her once again you live and you learn she will soon realize her mistake and her outtake may be the same yours was but marriage is a special bond in front of god which means once you are officially married cheating and lieing to eachother will only lead to an early divorce practice in your premarriage state with speaking to her and opening up to eachother about what you feel and what you look forward to in this marriage its possible shes seeking something from someone else because she is not receiving it in her own relationship improve grow and be strong learn from your mistakes,1,1,967
1941,my doctor thinks that seeing a psychiatrist will help with my depression and anxiety  now my anxiety is worse what do i do  writing on here has taken every bit of strength i have left,anxietydepression,did you take the medication the way the psychiatrist prescribed it  did you follow up with herhim to report how it was going  different medications work differently with different people   its not always the first one that helps  and some of the medications take some time to have an effect  give the doctor the chance to help you i suggest you find a certified cbt therapist to help you examine your thinking  wwwacademyofctorg has listings of the finest cbt clinicians  in the meantime do some anxiety fasting by taking a few minutes to do something nice for yourself right now  i hope you feel better soon  mark wwwmarkmorrislcswcom and wwwlivingyesorg,1,1,655
1950,"sometimes i cant stop thinking about life after death i was raised in a religion that teaches that we will live on forever either in hell or in heaven 
when i think of living forever even if it is in heaven which should be good i feel overwhelmed i dont like the thought of living forever and ever and ever sometimes i just cant get the thought out of my mind and the thoughts lead to panic and anxiety 
am i crazy i dont think these thoughts are normal",anxietyspirituality,many people generate intense anxiety with obsessive thinking  while the nature of your obsession about the afterlife and eternity appear very powerful and unique to you the pattern of obsessing about one thingarea is common  i suggest that you consider counseling to help you with your anxiety  if you are so inclined there are also medications which may bring relief  obviously i cant diagnose you from one paragraph so it would be wise to visit an experienced mental health professional either a counselor or an md in your area to help you with disengaging from your selfdestructive thoughts  cbt cognitive behavioral therapy is a very effective counseling approach for obsessive thinking  if youd like a see a top notch cbt therapist visit wwwacademyofctorg  and of course i suggest you pick up my book living yes a handbook for being human which includes cbt concepts and many more tools which will help with obsession and anxietyas for believing yourself insane or crazy this is not a mental health term but a legal one or a slang  so as long as you dont commit a crime no professional can legitimately call you insane or crazytake it slow  mark wwwmarkmorrislcswcom and wwwlivingyesorg,1,1,1191
1952,"she was raised by her abusive father and his wife  years ago i shot and killed my rapist and was convicted in louisiana i lost custody of my daughter and served  years when i was released she was  and didnt remember me many many sad memories came from my having to leave her visit after visit having to leave her in texas to travel back to louisiana she doesnt remember that i do
over the years i thought we had developed a close mother daughter relationship she gave me good reason to doubt that on several occasions but especially last year i have been cruel to her verbally and to my son who i met years after giving him up for adoption last night i was angry at the world and afraid of god i drank and cussed out a maintenance worker for not doing his job  months running now im not only feeling guilty for that but afraid of being evicted now help",parentingsubstance abusespirituality,was either parent abusive or violent toward youyou sound to have suffered emotionally in your relationships since early in lifeone point to consider is to strive for moderation in what you offer in relationshipsa lot of what youve lived through is extreme either as victim or perpetratorif you imagine that apologizing to the custodian for the way spoke to him would calm him down do soat the very least youll be actively resolving your guilt over cussing at him and fear of his retaliation,1,1,490
1960,i found messages between my boyfriend and this girl on social media he was asking her for naked pictures and then hung out with her once but nothing happened  i didnt find out about the messages until last month and that was six months after it happened  i cant trust him anymore and im just wondering if i ever will he admitted that he wanted to have sex with her but he didnt he was only talking with her because he thought we were going to have a break up my heart is completely broken i feel like im in competition with every girl on the planet for my boyfriends affection im afraid that he doesnt like me anymore but without me hes homeless and without a car i love him so much its been tearing me apart i dont feel pretty anymore though i dont feel good enough for anyone or anything i thought i knew him as well as i knew myself then all of a sudden my world was flipped upside down im still trying to figure out which way is up,relationshipsselfesteem,im sorry for so much stress in your relationship lifein what ways does your boyfriend express his commitment and positive feelings about you to youfrom what you write you feel more aggravation stress loneliness and insecurity than satisfaction by being in this relationshipdoes he care that you dont trust himvery often people stay in relationships from fear of knowing who they really are  the feeling is of needing a partner in a way that is similar to how a fearful child needs staying nearby a parentmy suggestion is to think over how much your sense of need for a partner may be preventing you from actually seeing the amount of love and investment in your relationship your boyfriend actually hasthese realizations are sometimes painful and frightening to understand especially if you grew up in a family that largely ignored or didnt adequately nurture you as a childa therapist for your self may be a good investment of time and cost in giving yourself a safe and trustworthy space to think deeply about your best interest,1,1,1030
1961,i was married to a narcissist sociopath for  years  during that time i was a general manager  i used to help him financially and in other ways when we were together but things began to change  he emotionally and sexually drained me i lost my spirit i used to be a very happy person but now i am a loner  i left him and moved to another state   currently im working as a server which makes me believe less in myself i feel pity for myself a lot but dont know what to do when i have money problems he does not help me  he actually enjoys seeing me have a hard time in my life  i need help,relationship dissolution depressionselfesteem,congratulations on leaving your marriageit is ok and natural to feel sadness loss uncertainty in direction hurt resulting from ending the marriagepossibly what you consider pity is a combination of these feelingsbe kind and caring toward who you are since you just put yourself through a major separation and need time to clear out the old emotions that connected you to your exthere is very very little chance of him helping you since he lacks compassion and empathymore likely any help he gave would be in order to manipulate youmaybe for now your server job is ok do you have more time to concentrate on taking care of your emotionsyou were a manager once you can be a manager again when you feel ready for doing sogood luck,1,1,727
1962,i have been diagnosed with adhd and experienced manic depression episodes  i have problems with anger management  apparently i also have an odd bipolar and split personality  how can i be truly happy,depressionanger management,the adhd and manic depressive episodes are terms other people told you that you haveyou dont have to accept these words to describe who you area lot of mental health in our country is about telling people whats wrong with them and giving pills for these so called conditions instead of helping a person know more about themselves in order to make good decisionsyou can be happy because nothing from the outside such as the names people have used to tell you who you are can interfere with your own wish to be happyothers can slow you down because of the selfdoubt and hurt feelings  no one can take happiness from you only they can make it harder to find and hold ontoanger management only works temporarily because it is a surface approachthink of the reason you are angry  this will be better to know so you will be able to address itthen you will not have anger to manage,1,1,874
1963,"my therapist is gay so there are no sexual issues here however my therapist for six years has made me believe that he cares about me and that we are friends i have loaned money to him many times and he always paid me back

i had a medical emergency last weekend and i was heavily medicated i knew that this therapist came into my home and wrote down my credit card information so he could pay back what he owed me but this therapist dropped me off and never came again  i dont know what to do",professional ethics,im sorry to hear that this has happened counselors are legally and ethically required to make sure that they always put the wellbeing of their clients above their own interests in addition counselor ethical rules and the laws in just about every state make it illegal for counselors to take advantage of a client financially a counselor borrowing money from a client even if the counselor pays it back would usually be considered to be taking advantage of the clientthere are a few options you have at this point if you cant or dont want to continue to try to contact him directly you can file a complaint with your states regulatory board and let them know what has happened  an investigator will then look into the situation for you  another option would be for you to find a different counsleor who can provide you with an independent and netural point of view to help you figure out how you want to handle this situation,1,1,924
1964,"my boyfriend says im nuts i need to get help because i get an overwhelming feeling that he is cheating on me  whenever i try to talk with him about it he always turns it around on me by telling me what im doing wrong i know that accusing him does not help  when his whole demeanor shifts towards me i cant help but think that something is wrong  am i wrong for feeling this way  i try to talk with him to make it better  i let him know when i am feeling down but i am not confident in these things 
two weeks ago a girl texted his phone  times trying to hook up with him  he texted her back with sorry ive been working  i just read your message the girl was trying to get him to call her at a time when he was at home with me  he texted her back with dont text me anymore  i dont feel like i am way out of the line but i cant talk with him if all that he will say is that im crazy and i need help  what should i do  how will i go about checking if there really is something wrong with me",relationships,trust your intuition that your boyfriend is involved with other peopleyou gave examples which strongly suggest thisquite commonly a person twist someones words to convince then of having problems in seeing or understanding their own and others behavioryour intuition is again working quite well in telling you that your problem is having a boyfriend who manipulates you not that youre seeing things incorrectlyone way to check if youre totally misreading him is to examine whether you feel similarly in other relationshipsif no one else who knows you tells you that youre crazy then this strongly points to your boyfriend twisting words so that you feel wrongalso a consult with a therapist would clarify the dynamics between you and your boyfrienda therapist session would also allow you to think out loud in a confidential discussion what to do with your newfound clarity,1,1,873
1965,"i am having a problem with extended family members who are inappropriately urinating in my home they are peeing in cat litter boxes bottles and directly on floors and in corners of my house
is there any literature that supports why such adults would behave this way this is not a joke i am trying to understand",family conflict,hi this sounds like a very challenging and upsetting problem  good for you for reaching out my first thought is these two adults may have a sleep disorder that could be contributing to the urination in inappropriate places since they are adults and you cant force them to seek treatment  you might be able to suggest that there could be an underlying medical issue and advise they speak with a medical provider  as far as what to do for yourself  set some firm boundaries be clear about the expectations of your home also include the positive and negative consequences should they decide to address or avoid this issue i hope this helps you your family members and the pets,1,1,673
1966,"how do i ever trust another woman i have found myself constantly reading between the lines with every other woman that i meet i am having a difficult time making any sort of connection to anyone because of her deception and willingness to say and do literally anything in order to control my emotions
once the relationship was over she became extremely abusive and has attempted to intimidate me into silence regarding the many false claims made on her immigration application",marriagefamily conflictprofessional ethicslegal  regulatory,im sorry to hear about being taken advantage of by your former wifeon the positive side think of how much you learned by going through this very painful timemaybe you are naturally very generous and caring to the point of expecting very little from the other person for exampleconsider yourself in a favorable position to not feel like going out right now and meeting a new person   your spirit is guiding you to stay put and recuperate from this ordeal review for any signs you may have been more trusting than merited by the persons behaviortheres a natural flow to what were able to handle and when we have renewed capacity for new adventurestheres no reason to assume that youll never trust another woman again  the first step is rebuilding trust in yourself to step into a new relationship   there is no designated time line  youll simply feel more ready than you feel nowvery unlikely that youd ever place yourself in a similar situation to the one youre currently recovering fromgood luck,1,1,995
1967,i am currently living in a hotel and i dont have a family  i met a guy a month ago  he is a bisexual  he has a lot of gay friends on social networking sites he would not help pay for the room  when i asked for the tv remote control he threw it elsewhere and asked me to get it i slapped him and asked him to leave my room  we recently just got back together  one time i was sick  he came to visit and feed me but left no money  then he texts me and brags about his house and car knowing that i have struggles living at a hotel  he says that he has a whole house where he can put me in and orders me to text him whenever i need someone to have sex with  he left his bath soap so he could come and get it  i think that he is trying to find a way to come back  please help me  whats going on  i am a good loyal woman  why is he treating me like this,relationshipshuman sexualitylgbtq,i am less concerned about this man as bisexual and having gay friends than about how you feel is treating you  you are in a vulnerable position because of social isolation  if you have friends to talk to please reach out  while this man has money it is not his job to take care of you financially unless the two of you have decided that together  it sounds like he sometimes cares for you and other times you feel disrespected  i would suggest you look for a man that is consistent in his love and care  this is not your fault  but you are in control of removing him from you life or choosing not to because he meets some of your needs  take care,1,1,646
1968,"im a senior high school student im also five months pregnant i got pregnant by my boyfriend of three years my parents dont want us to communicate with each other he cant even come to visit my gynecologist my mom goes to attend all of my doctors appointments shes supportive of me i wish though that my boyfriend was next to me and be able to see his daughter on a sonogram at the very least my family does not understand that he deserves that much i cry all the time because i feel lost and hopeless
i need guidance and i believe that you can give it to me  am i wrong for wanting him around are they right for keeping him away from the appointments and not letting us communicate with each other even though we are the parents i do everything that they ask of me i just want him to be around when i ask my parents to let him be here they call me a selfish person please help me",relationshipsparentingfamily conflict,youre not wrong for wanting to be with your boyfriend of three years who is also the biological father of your childdo your parents object to you and your boyfriend continuing to see each other in person  or do they object only to electronic communication and dont want him involved in his childs life ask your parents what their reason is for forbidding you to communicate with your boyfriend  ask them also to understand your point of viewnow is also a good time for you and your boyfriend to plan whether and where you will live as a family and how to financially and emotionally support one another once your baby is bornyour mom and dad are definitely making fatherhood difficult for your boyfriend and motherhood stressful for youconsider bringing up the topic during your next obgyn visit  your doctor may ask your mom to explain her reasons and address theselook online for womens resources to see if there are clinics or agencies that would help you advocate for your position in this mattergood luck with the remainder of your pregnancy labor and delivery,1,1,1065
1969,i have always wanted to have a transition from male to female for some time now  this issue has persisted for  years already but i dont know where to start  i do not have the soundest information either,lgbtq,wonderful  i am so excited for you  what a huge decision  i am writing from toronto canada so it is hard for me to direct you specifically  i would start with two things  find a doctor that is comfortable perscribing hormones and  find a counsellor or therapist that is transgender specialized  they will know how transitioning works in your health care system and other supports as well  google is a wonderful way to find these resources   i wish you well thanks for writing,1,1,475
1972,"ive never been able to talk with my parents my parents are in their sixties while i am a teenager i love both of them but not their personalities i feel that they do not take me seriously whenever i talk about a serious event in my life if my dad doesnt believe me then my mom goes along with my dad and acts like she doesnt believe me either im a pansexual but i cant trust my own parents
ive fought depression and won however stress and anxiety are killing me i feel that my friends dont listen to me i know they have their own problems which i do my best to help with but they dont always try to help me with mine when i really need them i feel as if my childhood has been taken from me i feel as if i have no one whom i can trust",anxietyfamily conflictdepressionstresssocial relationships,first of all i am sorry that you have been missing out on your childhood it may help you to know that many of us feel that we have missed out on our childhoods as well and that despite such deprivations for many of us our adult lives have been extraordinarily fulfilling due to our opening up to trusted adults i recommend that you find a trustworthy adult to talk to this may be a teacher a coach a school counselor a minister a family member or a friends family member if none of these are available try out a professional counselor social worker psychiatric nurse practitioner psychologist or a psychiatrist it is best to get a referral for such a professional from a peer who has had a positive and safe experience with a particular provider,1,1,745
1975,"i have been with my boyfriend for more than a year he recently got a new job and travels a lot im not used to him being gone all the time i feel as though he has forgotten about me because he does not talk with me as much and doesnt keep me up to date on everything that he does throughout the day which he used to
i feel lost sad and unwanted this is really a tough new challenge i just want to break up with him but i love him so much i dont know why he is acting this way lately i believe i have separation anxiety is there anything that i can do to help me cope with this while he is out of town",anxietyrelationships,in a way yes you have separation anxiety its normal in a relationship for us to slow down a bit with the attachment behaviours that establish and deepen love and connection so just because your boyfriend isnt talking as much or keeping you uptodate doesnt necessarily mean what you fear it meansthat hes forgotten about you or loves you less it could mean quite the oppositethat hes focused on being successful in his new job and impressing you he may think hes loving you more but you feel loved less you have two jobs to do here the first is to manage your anxiety by talking back to the thoughts it puts into your head it sounds like its normal to be insecure but i have tons of evidence that he loves me and that i mean the world to him find that evidence that helps you refute what anxiety is trying to claim the second part of your job is to let him know what you need you need more affection and connection during this period when hes away more texts phone calls information its okay to want that and i am sure he will be relieved to know exactly what he can do to help you feel secure and calm when hes away,1,1,1115
1985,"my husband and i wouldve been married for five years come june  our infant daughter just had her birthday shortly before he told me he wanted a divorce he has four other children three of which are from his first wife he decided to end that marriage when his youngest was an infant the children do not have a good relationship with him now he has another child from a woman he was dating he decided he didnt want to be with her anymore when the child was an infant 

it seems to me that there is a pattern he easily detaches from relationships at the same time in the childs life but wants a relationship with them when they are older ive tried to research online but im not getting any answers he also has an unhealthy dependency on alcohol and does not believe in mental health disorders such as depression and bipolar disorder he also does not believe in therapy or seeking help from professionals is there a detachment disorder or some form of mental block he could have where do you recommend researching this",marriageaddiction,this sounds really difficult and i can understand your motivation to get to bottom of why this behaviour has occurred  especially if your husband who sounds like he is an exhusband continues to have a relationship with you and your children with that being said  relationships and mental health are very complicated and you are unlikely to find the answers you are looking for in order for someone to be diagnosed with a mental illness or in order for them to identify what leads them to fall into particular patterns in relationship  they would need to be willing to seek help and honestly talk about their challenges something that you say your ex is not willing to do  while it might be a relief to understand what is going on with him  it might be more comforting for you to get support for yourself in processing your feelings and everything that has come up for you as a result of his choices,1,1,898
1995,"every once and a while i think about my exboyfriend from four years ago and my current friend its like i cant get past it and i need some kind of closure i keep thinking about how we had something but it got cut off due to parental intervention nothing was ever wrong with it now weve become friends but theres this huge sexual tension between us or at least i feel it when were physically in the same place

two summers ago we saw each other casually for a while but we never had sex then or while we were dating which was only for two months three years ago im now in my s and my current boyfriend is amazing and in his s despite the age difference i know were a really good match weve never really fought and are able to make compromises and talk everything out i tell him everything also my exboyfriend has a girlfriend now as well hes been seeing her on and off for the past two and a half years besides when they broke up and we had our casual thing that summer i told him i didnt want anything serious and broke it off only a week later he had gotten back together with his girlfriend his girlfriend is kind of mean spirited im sure she may be different around him but i worry about him committing to her in the long run theyre supposed to move in together soon but still i feel this connection with my exboyfriend and i feel like he does too 

i dont know what to do i need some closure or im not going to be able to move on from this i dont know what it is but its driving me crazy im so happy with my current boyfriend and i know he will do everything in his power to make my life beautiful and fulfilling hes such a good person i also know my exboyfriend smokes marijuana and does other things but i cant get it out of my head im trying to take a nap right now between classes but i cant sleep because my mind is racing ive never been so hung up on something for this long ever

i want to just talk it out with my exboyfriend but i dont know if thats a good idea because of the possibility that it could blow up in my face if he told his girlfriend everything could go wrong because she hates me if my current boyfriend knew he would be crushed on one hand i want my exboyfriend to say no to having feelings for me but i would be terrified of what to do if he said he has feelings too where would i go from there on the other hand i feel like i cant move forward in my relationship with my current boyfriend without closure from this sometimes i wish i could just cut off everything that had to do with my ex but i dont want to

please help me because i really have no idea what to do",relationships,if youre in a relationship and youre having strong thoughts about someone else its important to pay attention to that although you say youre happy id suggest looking really carefully at the relationship you have and whether youre getting everything you need is there a physical connection with your ex that you dont have with your current boyfriend it could be that your boyfriend is marvelous in many areas but that you just dont feel excited about him for some reason thats a pretty important element to be missingit may be that even if you are happy with your current boyfriend you still hold something special for your ex if you feel the need to see what is possible there i think you have to tell your boyfriend about that and end it with him first you cant have everythingif you truly feel that you want to be with your current boyfriend you will do well to stop thinking about and focusing on your ex because thoughts of him will interfere with the growth of your current relationship the grass isnt greener a therapist can help you to focus your energies and thoughts on the present rather than an imagined version of the past or future,1,1,1144
2017,"ive worked with this guy for about three years now and i knew the first time i saw him that i was attracted over time he became a very dear friend and we talked about our relationship problems family dreams and so on there was always flirtation with us and one day pretty recently it progressed to making out we agreed to keep it quiet and we did but in the back of my mind i hoped it would become something more it didnt and three months later im still not over it

im trying so hard to maintain the friendship because thats what he wants were no longer in the same office which i thought would help me get over these feelings but we still talk about work and hes constantly touching me so im still very drawn to him hes a hugger and such a sweet guy so i find myself fantasizing all the time about what could have been and what could still be but hes clearly not interested hes younger than me and prefers model types but i see him checking me out a lot which gives me hope how do i get him out of my system and still maintain the friendship",workplace relationshipssocial relationships,it sounds like a tricky situation if you want to maintain your friendship and continue to have regular contact with him getting over him may not be possible what makes it even trickier is that his actions hugs and touching may be misleading and are allowing you to believe that a romantic relationship is possible some ways in which we naturally get over others are when we fall in love with someone else or when we suddenly see the person we like in a more negative or unattractive light if you truly want to force yourself to get over him cutting contact or setting strict boundaries may be necessary if you dont see him over time you can begin to forget about him if you set boundaries by discontinuing to allow the hugs and touches you will not feel mislead or have the idea in your mind that he is being flirtatious or interested it would be difficult to continue the relationship as is and expect your feelings to change thus being proactive by talking to him about boundaries or cutting contact with him are two things you can do that will likely help you to get over him good luck,1,1,1088
2028,"it takes me a long time to fall asleep id estimate about two hours i often have nightmares starting with being eaten by a monster and i often wake up frightened and unable to breathe

i believe i started losing sleep after breaking up with a girlfriend of  years also my fathers business went bankrupt and my mother has a chronic condition i was under a lot of stress and life lost meaning

after improving my life and developing a habit of running and exercise to release stress my symptoms improved however in the past couple months i started losing sleep again and having nightmares without warning how can i solve this issue",sleep improvement,"youre noticing that as you lie down to go to sleep there
is quite a bit going on which may be anxiety related it sounds like the
dreams and difficulty sleeping are reminiscent of previous experiences you had
around the time of your break up the difficulty with your fathers business
and your mothers health issues these connections to past events may be
important insights to continue exploring in addition to finding out more about
what your dreams may be trying to tell you there is no exact science to
dreams but many people find it fruitful to explore the content as it relates to
significant themes in their lives i think that exploring these issues further with
a therapist could help you resolve whatever is causing you the stress trouble sleeping and frightening dreams",1,1,786
