,questionTitle,questionText,topic,answerText
2185,im older and just experienced heartbreak,after  years i fell in love for the first time the person acted for a week and left me without even saying goodbye my heart is burning and i cant take this pain,relationships,ouch losing someone you love hurts so much we all long to be loved and to love and to have that experience and then lose it is awful while it is easy to feel angry or start doubting yourself under these circumstances i would encourage you to recognize the agony of what you are experiencing as an indication of how much you value loving relationships and how much you want to make this happen in your life when we are going through this kind of loss it is really helpful to have the support of friends and family while no one is going to be able to make it better we dont have to be alone with our pain if you are not comfortable with going to those in your life it may be a good time to see  a counsellor to help you cope with your distress and learn how to move past this and find the love that you are looking for
2186,im older and just experienced heartbreak,after  years i fell in love for the first time the person acted for a week and left me without even saying goodbye my heart is burning and i cant take this pain,relationships,hi san diego im sad that this was your first experience in  years with feeling in love you deserve better my understanding of todays western social cultural norms is that it is somehow acceptable to abruptly stop communicating with someone youve been seeing without explanation i dont get it its rude youre better off without this person around there are still people who operate with respect but this person isnt one of themif im reading this right you knew this person for a week in my humble opinion much heartache and many poor relationships come from attaching too soon it takes years to get to know someone deeply i know its hard to keep yourself from falling in love but you owe it to your heart to take these things more slowly because everyone puts their best self forward at the beginning and it takes time for that to relax and for you to see who they are when times are tougher and real stuff happensif i was your therapist id be curious about how this is the first time youve fallen in love or is it that you were in love  years ago  was your heart broken then or did something encourage your heart to close what has kept you from either meeting people or letting yourself fall in love until now is there a danger that you will decide love isnt worth the risk this is a crucial time for you to potentially seek professional support from a therapist in order to understand yourself and not shut down if thats what happened before 
2187,should i get back together with my exboyfriend who has trust issues,my exboyfriend and i met over a year ago we hit it off and fell in love pretty quick however he has trust issues and assumed i was cheating when i found out i was pregnant we had just broken up five months later i lost the baby and we did not speak for a few weeks now we are talking and he says he loves me but is afraid i will hurt him again i just want to know where to go with this because i love him so much and i want to get back to us being happy and a family,relationships,im truly sorry to hear that your relationship is causing you such distress at this time when we are in relationships trust is so integral to our satisfaction within the relationship  often when we feel we are required to prove ourselves feelings of resentment can replace those feelings of wanting to be supportive  in situations like this i often recommend being open and honest in your communication with your partner  your fears about his response are valid as he made an assumption which you cannot disprove because you cannot battle against a shadow fact if you feel comfortable doing so you can always ask him why he is so concerned you are unable to remain faithful and challenge those beliefs with the facts that disclaim them  you can also ask your partner what it is that he needs from you to help you to help him trust in your responses  in the end these are issues that you cannot conquer for him  you can only guide him and show him the path towards trust  you may suggest couples counselling or that he seek out a professional to talk to as well  but in terms of your question only you can decide whether you feel you can remain in a relationship in which you defend yourself against an uncommitted offense
2188,should i get back together with my exboyfriend who has trust issues,my exboyfriend and i met over a year ago we hit it off and fell in love pretty quick however he has trust issues and assumed i was cheating when i found out i was pregnant we had just broken up five months later i lost the baby and we did not speak for a few weeks now we are talking and he says he loves me but is afraid i will hurt him again i just want to know where to go with this because i love him so much and i want to get back to us being happy and a family,relationships,trust is essential in romantic relationships and it is common to have trust issues  because the stakes are so high if both of you are committed and willing to be fully honest with each other trust can be repaired and become stronger than ever i would encourage you to seek out professional help as it easy to get derailed by fear when trying to work things out in the absence of trust when fear takes over  we tend to become defensive and act in ways that makes it harder to trust one another in addition to getting professional support i would encourage you to learn more about building trust in relationships and deepening connection through accessing various online resources on relationships
2189,is it possible to get my exboyfriend help forcibly,my exboyfriend will not stop harassing and stalking me we work together i honestly think he needs help to move on his accusations are angry lies but i think he may believe them to be true,relationships,the specific laws about this will vary from state to state  generally the only way to force someone to get mental health care is if they pose an imminent theft of harm to themself or someone else or if they are unable to care for themself  more importantly is dealing with your safety  most states have laws that make stalking a crime you might want to think about filing a police report and obtaining a restraining order against him  you could also think about contacting a local counselor while you cant force him to get help with moving on from the relationship counseling could help you to deal with what is going on
2190,my boyfriend thinks hes perfect and puts his friends before me,my boyfriends sneaky and puts his friends before me he fights just to leave one day hes happy the next hes mean and blames me for everything he cant admit faults he thinks hes perfect and does no wrong,relationships,hi ontario i live in the other ontario in canada ill try to help you sort this out you have a long list of complaints about your boyfriend it sounds like hes maybe a bit immature and moody and these things affect you for sure i get it its got me curious and if i was working with you id want to know a lot more about how long youve been together and whats actually working well between you two i would also ask a lot of questions about the details of your description what tells you hes sneaky does he lie how do you know he lies to you also are you wanting to make things better with him do you just want an ear to vent to are you looking for validation or do you hope someone will help you wake up to an unhappy situation  it helps me if i know what you wantwhenever i meet someone who has a lot of complaints about their partner or boyfriend i encourage them first to look at the language theyre using some of your words tell me that you think you know what hes thinking that he wants to fight so he can leave that he thinks hes perfect its always tricky when we assume what someones thinking and in an argument or dialogue these kinds of statements tend to lead to defensiveness and an escalated argument id encourage you to focus on his actual behaviours and how they affect you rather than the motives or beliefs you think are behind the behaviours because you really cant know what hes thinking unless he tells you as a general rule the when you do x i feel y sentence goes far in helping others understand what we feelso its fair to say when you lie to me i cant trust you or when you end our date early to hang with your friends i feel like im not important to you or your mood swings are difficult for me or i dont seem to get apologies from you try to focus on his actual behaviour when you talk to him about this stuff a relationship counsellor can help you each understand the other better beyond the surface behaviours if you want to improve the relationshipthat said i have to askif you havent been with mr not so great for very long is it maybe time to rethink the relationship unless there is a balance of really loving and positive behaviours that youre leaving out you dont seem happy a good therapist can help you understand why you are stuck in an unhappy relationship if that is whats happening theres a lot to sort out herehow to communicate about your needs how to know when to call it quits if something doesnt feel good i wish you the best as you continue to examine these questions with assistance from friends or professionals
2191,how will i check if there really is something wrong with me,my boyfriend says im nuts i need to get help because i get an overwhelming feeling that he is cheating on me whenever i try to talk with him about it he always turns it around on me by telling me what im doing wrong i know that accusing him does not help when his whole demeanor shifts towards me i cant help but think that something is wrong am i wrong for feeling this way i try to talk with him to make it better i let him know when i am feeling down but i am not confident in these things  two weeks ago a girl texted his phone  times trying to hook up with him he texted her back with sorry ive been working i just read your message the girl was trying to get him to call her at a time when he was at home with me he texted her back with dont text me anymore i dont feel like i am way out of the line but i cant talk with him if all that he will say is that im crazy and i need help what should i do how will i go about checking if there really is something wrong with me,relationships,trust your intuition that your boyfriend is involved with other peopleyou gave examples which strongly suggest thisquite commonly a person twist someones words to convince then of having problems in seeing or understanding their own and others behavioryour intuition is again working quite well in telling you that your problem is having a boyfriend who manipulates you not that youre seeing things incorrectlyone way to check if youre totally misreading him is to examine whether you feel similarly in other relationshipsif no one else who knows you tells you that youre crazy then this strongly points to your boyfriend twisting words so that you feel wrongalso a consult with a therapist would clarify the dynamics between you and your boyfrienda therapist session would also allow you to think out loud in a confidential discussion what to do with your newfound clarity
2192,i dont know where the lines should be drawn with my boyfriends ex,i want us all to get along but feel that i am not being respected of course i do have some insecurities because he was with his ex for  years he wants to see his step daughter and ex makes it so he has to go there to see her but she doesnt want me around she has a boyfriend but mine fixes their vehicles goes over once a week and hangs out with the ex and does family things with her since he works nights i only see him parts of fridaysunday and we live together he wont let me use his phone when i forgot mine says his ex used to mess with it i dont think hes cheating but he will lie about what time he actually left her place to come home or about going over early to be with them i feel like the other woman she has tried to mess with holiday plans by restricting when he can see the child he only dated once person before her so this could be why i dont feel he has let go enough he is a wonderful boyfriend other than this,relationships,how much of your unhappiness with your boyfriends way of handling himself regarding his ex have you told himthe topics that upset you are the core of any intimate relationshipthe good news is your own awareness of priorities and expectations from a partnerthere may not be any bad news depending on whether your boyfriend has the interest to adjust what he does regarding the extalking the matters you list may open a lot of emotion and become sidetracked very easilya couples therapist whose focus is on the couple not either of you as individuals may be useful to you and your boyfriend so that you are able to complete your discussions without getting lost by the emotions raised
2193,my companion tells me he wants nothing to do with me,then turn right back around and say he loves me and needs me this rollercoaster is crazy,relationships,your partners obviously very confused when it comes to love sometimes people shy away from good and positive relationships and companionship because their afraid they know that its something worth holding on to but most feel they cant handle it and cant meet up to their partners expectations your partner loves you but must have fear that keeps standing in his way it could also mean their afraid of getting hurt or disapointed in the long run  give your partner comfort and reassurance that they can come to you to confide in you about anything that may be bothering them
2194,my companion tells me he wants nothing to do with me,then turn right back around and say he loves me and needs me this rollercoaster is crazy,relationships,yes i agree with your view about the rollercoaster sounding crazyconcentrate on knowing what your reasons are for staying with this guy given the broad facts that you statewhat are you gaining from being together and are these gains outweighing how you feel when your companion says the opposite of what he just told youalso examine yourself for any fears of being alonevery often people stay in detrimental relationships because of a fear that being alone will feel worseit may initially feel this way after a breakupthis is from change itselfeventually stability and peace of mind return and being alone with oneself is preferred to being taken on an emotional rollercoaster by a partner
2195,my best friend says she loves me but is talking to a random guy,i have been with my best friend for over a year and we have had a beautiful baby girl we were in love and i still love her dearly i am in my late teens and so is she she says she has lost her connection with me she is talking to a random guy that she says is just someone to talk to but she says she still loves me im very hurt and confused,relationships,congrats on having your daughterhave you told your partner about your feelings of hurt and confusedthis is one possible way of opening a conversation about the different ways you each feel about one another and whether either of you would like changing or continuing to live together in light of the change in emotional connectionthe first step of having a dialogue about a relationship is being clear on what you are feeling what you are willing to contribute to the relationship and what you would like having in return from your partnerask your partner if she is willing to have a conversation on these topics  then allow some time so each of you is clear about their own expectations and what is possible to offer the otherthis is a fairly complex process and very often is difficult to keep on track without outside help to keep the discussion focusedit is normal for emotions to override our logic when discussing matters we care about deeplyif the conversations dont go very far or if your partner has no interest in talking stick with your own interest to more fully understand mattersinterview some therapists to find one whom you feel helps you clarify and find direction for yourself about this situation
2196,why do i feel like i need a man in my life,why am i attracted to older men,relationships,what a wonderful questiongood for you on clearly knowing your prioritiesif i was sitting with you now id ask you to list your reasonsstart with whatever answers you do come up with and examine each of these a little furtherif for example you feel you need a man because many of your friends are in relationships then possibly you feel insecure about being your unique self even when this sets you apart from your friendsif you feel you need a man to protect you financially then possibly youve lost faith in your ability to financially support yourselfif youd like a man in your life to offer your love and are willing to contribute the work of relating intimately then youve found the best reason for wanting a man in your lifethis is far different than need
2197,theres this girl ive been dating for months,we went out had great sex and i was really liking her then one day she says we should just be friends but i cant stop thinking about her shes always on mind and i want her back,relationships,it can be really difficult when someone you care about doesnt feel the same about you the most important thing to remember is that you can not make her feel a certain way  there is nothing you can do to force her to want to be in a relationship with youin the end if she just wants to be friends then shes probably not the right match for youremember every relationship ends  until that last one that doesnt  and that is how its supposed to be
2198,what can i communicate with a person who is sensitive to negativity in a disagreement,i know someone who is extremely sensitive to stress and very sensitive to a negative tone of voice sometimes during a disagreement he tells me that my communication is having a harmful impact on him once he believes i am being negative i cant seem to find a better way of communicating in fact it is often a self fulling prophesy because his accusatory manner becomes unbearably frustrating    what advice might you offer,relationships,with any type of criticism it is usually best to introduce the topic at a neutral time ie when both of you are relaxed with no current stressors involved having fun etc  begin with a nonjudgmental reflective comment about a recent bothersome event as if it were just then crossing your mind therefore not something youve been consumed with ruminating over  eases the impulse for him to dive straight into defense modethen share how you felt at the time of the event  just say when i felt kind of hurt  shocked or whatever the feeling was  period  thats all you should say  wait for him to respond to your matteroffact statementno matter what his response is stick to your same message  dont get overwhelmed by trying to rephrase or explain your view as that will likely set you up for continued arguing  you can even add i agree i could have misunderstood  it event i just know it made me feel uneasyhere you give him little wiggle room for a debategood luck  id love to hear how it goes
2199,how do i communicate with my boyfriend of ten years without him feeling like im attacking him,,relationships,to follow please find some tips on getting your message across to each other which will help you both stay emotionally connected in a healthy respectful waystep  start with i feeling for example i feel angry becausestep  about what not describing your partner but the situation step  what neededhow partner make it better we want to be soft on the person but hard on the issue directing the complaint towards the situation rather than your partner always works it is important for us to be soft on the person but tough on the issue  and at the end say what can be done to make things righti am wishing you and your boyfriend the very best
2200,how do i communicate with my boyfriend of ten years without him feeling like im attacking him,,relationships,such an awesome question the research of dr john gottman shows that there are  negative communication patterns that many couples find themselves in that create conflict criticism defensiveness contempt  stonewalling distilled down what you can focus on doing is starting up your conversations gently taking responsibility talk about your needs rather and pay attention to your own need for self soothing watch this brief video to learn morehaving said that this is stuff that some couples do naturally and that others need counseling to learn and then there are also couples who at no fault of their own dont mesh often when our partners feel attacked its could be for one of a few reasons  you are being mean  you triggered an old wound most of the time its  as dr gottman says most couples disconnect because of mindlessness not malice learning how to tune into one another and get past your own stuffs thats what forms the foundation for lasting relationships
2201,i feel like i could never be with anyone because no one would want me,what do i do if i have been feeling like i could never be with anyone because no one would want me or i couldnt have many friends because of who i am its strange i want to be loved but id hate to be because i always lose,relationships,as a relationship therapist i work with a lot of people who feel similar feelings to some degree or another and almost always find that the origin of these feelings point back towards childhood how did you caregivers express or not express love towards you how did they express or not express love towards one another these early messages become your template for how you have learned to see yourself and what you expect from others in his book wired for love stan tatkin psyd writes we learn to love ourselves precisely because we have experienced being loved by someone we learn to take care of ourselves because somebody has taken care of us our self worth and selfesteem also develop because of other people  this could be very fruitful to explore in individual therapy with a relationship therapist who really gets it you may have to interview a few to find the right fit thats ok maybe youd even want to read that book i linked above  noticing this pattern is huge its where transformation begins and now that you have be kind with yourself it begins there too
2202,i feel like i could never be with anyone because no one would want me,what do i do if i have been feeling like i could never be with anyone because no one would want me or i couldnt have many friends because of who i am its strange i want to be loved but id hate to be because i always lose,relationships,im sorry you are feeling uncared for im sure there are plenty of people that care and love for you that you are not taking into consideration sometimes when we get upset we may think irrationally and see the world as all or nothing however take a deep breath relax and start focusing on the positive relationships you have with others regardless of how small or insignificant they may seem i think you will quickly realize there are people out there that care a great deal about youi also think it would help for you to surround yourself among people who you can identify with and share common interests with maybe you can attend a religious service join an interest group ie reading club sports group etc or start a group of your own most importantly you need to tap into your interests and surround yourself with things that are beneficial for your own mental and physical health from this relationships will start to immerse you may also like to talk with a therapist regarding your feelings of being unloved this is an unhealthy way to think of yourself and i think with a little help you can see that you are more than deserving of a great relationship thanks for reaching out and i wish you the best of luck moving forward
2203,i feel like i could never be with anyone because no one would want me,what do i do if i have been feeling like i could never be with anyone because no one would want me or i couldnt have many friends because of who i am its strange i want to be loved but id hate to be because i always lose,relationships,what would make you feel no one wants to be with you
2204,should i be concerned that my boyfriend will not introduce me to a female friend,he goes out with her to dinnerbrunchmovies when we are not together we live  hours apart,relationships,would you have the same desire to meet this friend if she were a he if you are concerned that their friendship is a substitute for you when you arent present talk to him it sounds like you are concerned that he is building an emotional intimacy with her and spending time doing the sort of things with her that youd otherwise be doing with him help him understand why this bothers you but try to also be open to allowing him to make friends is the issue that he hasnt introduced you is there another reason you dont trust their friendship
2205,my relationship feels off and i feel insecure,my girlfriends grandma passed away  months ago they were very close she took care of her till she died things kinda returned to normal few weeks later last month it feels like we hit a brick wall intimacy fell off i asked whats up she says she cant connect with anyone and that its not me she used to be very open and expressive now she gives short answers and has no interest in sex or any touching when we did have sex in the last month something felt really off now im very insecure about us and have thoughts of her cheating she says otherwise but i dont know it just feels like something is really off,relationships,grief has a huge impact on us and everyones reaction is different the one common reaction however is to shut down and distance ourselves her relationship with her grandmother was close given she took care of her up until she passed it sounds like she is working through a difficult loss and her ability to connect with you or anyone else is likely low right now trust what she is telling you and try to be there for her as she works through it if she finds it too difficult to connect again a good grief counselor can help her get back on track
2206,i just found out my boyfriend has been cheating on me,he is in his late thirties and i am in my mid twenties we have been together for about  months i really like him he says he cares about me and is willing to fight to make things right he has been very apologetic and expressed he did it out of fear i dont know if its worth giving him a second chance,relationships,cheating is often a sign that something is amiss in the relationship his fear may be full of information while its possible to repair relationships after a betrayal its also challenging to do especially so early in your relationship i cant tell you if you shouldshouldnt give this relationship a second chance but i will tell you to tune into your own intuition and follow your own fears in doing so they often are incredibly informative when we dont push them away with denial
2207,i am in my mids and am currently mending a broken heart over another failed relationship,i keep getting into relationships with men that are in bad situations i take them on and help them and do all i can and the relationship still fails how do i learn to not get in relationships with men in bad situations i see someone in need of help i jump in and it is getting me nowhere i am alone sad and frustrated,relationships,sounds like you already see whats amiss youre looking for fixeruppers when you meet these men they need you and youre filled by fixing them  and when they are fixed what do they have to give you whats your need in relationship what if you found someone who didnt need fixing
2208,i cheated on my husband with one of his good friends a few years ago,we kissed and he grabbed my boobs and we exchanged some texts and a few calls it went on for about  months just when we were all together and our spouses were out of the room once i met him for lunch to tell him that we needed to stop we ended up kissing after lunch and then i sent him a few more texts that day telling him i was serious and that was the end of it his wife my good friend saw us kiss once and told my husband i told him a couple of things then and we got over it a year later she told him a couple of other things same story its been about  years since they are now divorced and my husband and i have been happy a few weeks ago the wife called me and said that her now ex told her more stuff we did i decided to just tell my husband everything we are trying to work things out but he is having a really hard time believing that he knows all of it how can i help him believe me,relationships,the issue at hand here is that youre betrayal broke his trust in order to repair your relationship you will both need to confront the infidelity and both of you will need to honor yourselves by communicating your feelings and ensuring that those feelings are heard and validated it would be really helpful to do this work with a gottman or emotionally focused couples therapist gottmans the science of trust and what makes love last would both be helpful reference books to guide you along
2209,my exboyfriend and i broke up about  months ago and now he wants me back,im currently dating someone else and i really like him but i love and miss my ex so much what do i do,relationships,finding the right person is a tricky thing to do why did you and your ex break up  months ago in relationships with others you get to see a reflection of yourself sometimes you may enjoy that reflection other times it may not feel so good im not sure where you are in your life and relationships and what you do from here depends on what you desire more of in your life but im not simply talking in the moment desire im referring to the direction you want your life to go if one of these guys was to support youwho would help you reach your dreams and who would you enjoy spending time with its complicated and no one can answer the what to do question but you slow down tune into your heart listen
2210,me and my girlfriend of  years are looking for some free couples counseling in modesto ca,we have been fighting a lot and have  kids but we both want to stay together i need some help to save our family,relationships,hello i do not live in the california area however perhaps i could make some suggestions as to where you might look for free counseling first i must mention that most insurances now cover for many different types of issues including family issues if your girlfriend lives with you most insurances now cover livein partners as well if you have insurance contact your policy provider and ask whether or not couples counseling is includedaside from insurance the next place that comes to mind is a religious affiliation do you belong to a church or other religious organization many of the pastors or leaders in these disciplines have significant training in counseling as well as assisting with marriage and couples counseling these services are ordinarily offered free of charge to membersanother option might be to explore support groups within the area there may be a group in the form of a couples support group that brings couples together to explore their relationships in the safety of the group if you find there are no such groups in your area there are anonymous support groups online here is one such site httprelationshipsupportgroupscom
2211,i recently lied to my fiancé about my past,i find myself lying about small everyday things that there is really no need to lie about how do i figure out what triggers me to do this and how do i help overcome this problem i would like to become more honest and open no matter the situation,relationships,well lets start with the awesome realization youve already had you want to notice that you have triggers thats huge really i find that when people lie its most often as a defense mechanism which is likely a flag that something doesnt feel safe what exactly doesnt feel safe could be lots of different things but the key to notice is that its that feeling of insecurity that is very likely triggering you it could really help to explore this with therapist perhaps even someone with a trauma specialty  thats not to say this is related to a trauma but more so to suggest that therapists specializing in trauma are very skilled at helping to identify and assist in repatterning your triggers
2212,how do balance attention between my girlfriend and my dogs,i have dog obsession disorder and i am having problems with my girlfriend because i am placing more importance to my two dogs over her how do i get over this problem and prioritize my girlfriend over my two dogs,relationships,hey dogs are cool they adore pleasing humans and often love to work on learning what you want and expect from them your girlfriend on the other hand likely has her own desires and needs that she attend to before tuning into yours you are good with dogs that tells me that youve spent some time observing their behavior the first step in working through this issue would be similar start to tune into and observe your girlfriend more often observation is a skill when it comes to relationship building the skills you have mastered in relating with your dogs can carry over you will just have to relearn what behaviors you are watching and keep in mind that also means observing yourself in relationships
2213,i have been in a relationship for a year and  months these few weeks have been bad,hes been losing feelings and he doesnt know why i love him very very much he sometimes thinks im obsessed when im not at all i give him his space and i make sure hes okay but sometimes i think if me and him saw each other more it would be better i truly want me and him to get better its kind of hard not to stress about it because the love of my life is losing feelings which is a sad feeling hes a great guy i just dont know why hes been losing feelings towards me hes starting to put less effort in talking to me at this point ill do anything to just make us better as a couple i tried talking to him but he doesnt like talking about it much advice on what to do,relationships,im willing to bet that this isnt what you are hoping to hear but id suggest giving him space ooph thats a tough one right i know but heres the thing when you keep trying to process and talk it out with him you keep pushing him away he needs to feel like a solid and whole person as you do too to be able to be fully in your relationship its the work of being in relationship to learn this i get that this is tough stuff i wonder outside of being with him how do you soothe and calm yourself thats the stuff for you to tune into and focus on right now
2214,im having a lot of conflict in my relationship,we do communicate but one of us has trouble accepting what the other person says how can i fix things,relationships,being able to accept your partners influence is a key relationship skill and its very two sided  chances are if you dont feel your partner is being influenced by you they likely dont feel you are being influenced by them either the best fix you can practice is to soften yourself into your partner and see how much more open you can be to their influence  play with it
2215,how do i start talking again after a fight,i havent uttered one word to my boyfriend in days now im over it and dont know how to approach the situation,relationships,in any relationship it is important to be able to say im sorry because it shows vulnerability and openness i recommend that you sit and have a discussion with him now that you are calm about why you were upset and how you would like to handle such incidents in the future if you find yourself becoming upset again i encourage you to take a  minute break and then come back to the conversation once you are no longer heated studies show that talking or discussing arguments are more effective once you have cooled down and you are more likely to hearunderstand what your partner is trying to convey
2216,why do i keep getting with men that emotionally abuse me,"ive been abused emotionally all of my life and for some reason i keep getting with men that i let emotionally abused me
 how can i stop it i know the mistakes that ive made in my life im having a really hard time getting back on my feet can you help me please",relationships,i want to applaud you for taking this first step towards realizing that this is an issue and wanting to do something about it  you are already on the road to a happier life with this realization  a lot of women do not recognize that it may be something about them that continues to attract a man like this and will only blame it on the men for treating them that way  until you realize there is a problem you wont start looking for a solutiondont misunderstand me  the abuse is not your fault you are seeing a pattern though so this does need to be addressed first go and buy the book boundaries where you end and i begin by anne katherine  read it  this book describes many situations that are similar to yours describes how a person came to be that way and how to stop it  you will have to learn to set good boundaries in your life and to maintain thembe single for a while  stay single until you feel like a whole healthy happy person on your own  often we get in a relationship because of a need  if you feel like you need a person in your life to make you a whole person then you are in a relationship for the wrong reasons  the first step is to work on whatever it is in you that makes you feel like you need another person in your life  identify those needs and then learn to fulfill them on your owni was doing a couples therapy session and the husband was being emotionally abusive to the wife  this was a recurrent theme for her like you are saying it is for you  however she had been doing a lot of work on her own and in private therapy and this was a new relationship  obviously she still had not gotten it right because she did once again attract a man with these tendencies  the difference this time was that she had done a lot of work on herself and had become a stronger person  when she looked at him in our session and said to him i dont need you i want you  but not if you are going to continue to act like this  so you leave the house and dont come back until you are ready to make some changes  she stuck to that too  he didnt leave for two more days because he kept telling her he would do different and begging to be allowed to stay  she had drawn a boundary and stuck to it and he left she was fully prepared to be single again  they actually did end up working things out in the endyou cant let someone stay and continue to treat you badly  sure a marriage takes work and compromise on both sides  couples therapy can help you both learn to communicate in a healthier way with each other and can help you realize what areas in the relationship need work  you may not realize how some of the things you say to him comes across and he may not realize how what he says does to you  a therapist can help you with this so that you both learn how your words can hurt but you need to know your boundaries and be prepared to stick to them and not compromise your boundaries  that means following through on the threat to leave when he continues to abuse you  someone cant do that if they are too scared to be alone  if they feel they need the other person in their life these patterns are developed in early childhood from what we learn from our parents  when someone has grown up in a dysfunctional family it is all they know  even when you can say that you realize it is a problem you still dont know how to stop it because you never learned any other way of interacting with people  something that took a lifetime to learn will take time and work to overcome  be patient with yourself and find a good therapist  you cant change your partner  work on you and when you begin to heal and feel healthy the right people will come into your life and stay  the more you focus on trying to change the wrong ones to be what you want the more frustrated you will become
2217,how do i choose between two guys,i have been with a guy for  years hes a great guy and we also have a son together the problem is that im in love with a guy that ive been talking to for about  years but ive never met him in person honestly im bored with the relationship i have with the first guy and he makes want to go after the second guy i dont know how to tell him that what should i do,relationships,hi there wow this sounds like a sticky situation however im here to help guide you through this decision first and foremost you must ask yourself if you ever loved your sons father or was it a situation to where you two got pregnant and stayed together for the child its very common to stay with your partner when a child is involved regardless if love is involved or not because its the right thing to do right well not entirely although staying with your partner because you have a child together may seem right in fact it hurts the child in the long run if you are not love with your partner you will show distance unhappiness sadness possibility of frequent arguments and cheating when a child grows up in the home and witnesses these types of emotions  behaviors it is unhealthy as heshe will expect their own relationships to be such as a responsible adult you are supposed to be there to shape and model the future for your child just remember what you do your child will model secondly do not sell yourself short from love everyone deserves to be happy and to have someone to share their love and intimacy with however being in love with someone you have never seen before can be very risky honestly that sounds like lust and the longing of love humans have needs and when people are unhappy in their current relationship they often seek out what they need if you decide to pursue the second relationship i would suggest setting up an outing with a friend or two in order to get to know this person as there are a lot of scammers these days finally i am not convinced that this has anything to do with choosing between two guys this seems as if you are making a decision to end the relationship with your childs father or not you should ask yourself if you were in love with your childs father first off if you were you would have never sought after love i hope this was helpful for you and i hope i was able to shed a different light on your situation take care of yourself
2218,dealing with an unfaithful and judgmental significant other,i have been with this guy on and off for  years at first we used to do things together and our sex life was ok then things started to change wed break up and reconnect and he cheated on me numerous times weve also had two beautiful baby girls during this time now we argue and he says i am not affectionate at all or i dont know how to please a man when i work parttime take care of a  year old and a  month old and cook sometimes he cooks but he also spends a lot of time on the internet in addition i have  boys and he has  son i feel somewhere i have lost something its not that i dont care i truly love this guy but im just tired of being the one who is always being judged please i am in need of a christian counselor to help us because i really need to speak to someone,relationships,i dont think youve lost something i think youve found something  your breaking point and its about time your boyfriend seems to be a very selfish and immature man who reconnects with you when its convenient for him obviously he has his own issues but i want to address yours i agree you need to talk to someone the fact that youve put up with his repeated cheating and then letting him blame you for it by saying youre not affectionate enough etc tells me you probably have low selfesteem and have likely told yourself over the years that you dont deserve any better you do you may truly love this guy but based on his behaviors he does not love you not in the way you deserve  and although you may want to believe he can change he has proved over and over again that hes not willing to so you need to do what is best for you and your children what would you tell your daughters if someone was treating them this way would you want your sons to treat women this way thats what youre teaching your children when they see thislike i said i agree that you should talk to someone you can ask your boyfriend to go too but my guess is he wont even if he does you should still see someone individually to work on you i understand its not easy to just kick him out especially since you have children together but a counselor can help you talk through all the details while helping you raise your selfesteem and selfworth
